id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23996251,Harlem,135510002,David,Manhattan,Harlem,40.81498,-73.94622,Shared room,75,2,8,2018-06-03,0.28,1,0
23999822,Lovely bedroom in the perfect two bedroom condo.,90629446,Mayer,Brooklyn,Crown Heights,40.67237,-73.95191,Private room,120,1,0,,,1,0
24000498,Astoria townhouse apartment in great location,41414774,Molly And David,Queens,Astoria,40.762,-73.91074,Entire home/apt,120,4,7,2020-08-02,0.24,1,330
24000797,Bright BKLYN 3BR Apt. | 15 min to JFK | 20% Off,19202612,Anthony,Brooklyn,Canarsie,40.6302,-73.8997,Entire home/apt,159,3,23,2020-01-09,0.80,1,180
24006208,CLEAN & COZY PRIVATE ROOM SHARING APARTMENT QUEENS,53778891,Laura,Queens,Kew Gardens,40.71295,-73.82867,Private room,45,2,42,2020-02-11,1.51,1,289
24014159,"Central Brooklyn Beautiful Rooms
Room Cozy
#2",167098774,Keisha,Brooklyn,Canarsie,40.63757,-73.89205,Private room,56,2,40,2020-02-08,1.38,3,48
24014307,In the Heights!,180720187,Peter,Manhattan,Washington Heights,40.83432,-73.94457,Private room,40,3,3,2019-01-06,0.10,1,0
24016145,Minimalist Brooklyn piano home,41561905,Jesse,Brooklyn,Crown Heights,40.67617,-73.94551,Entire home/apt,150,5,2,2018-06-30,0.07,1,0
24016646,Sunny 2br Apt in Bedstuy. 20 mins to Manhattan!,16275624,Cj,Brooklyn,Bedford-Stuyvesant,40.68238,-73.92918,Entire home/apt,119,3,3,2018-09-15,0.11,2,0
24016962,New York on The Ocean,180744564,Montage,Brooklyn,Brighton Beach,40.58019,-73.95403,Entire home/apt,99,1,55,2020-08-11,1.93,1,351
24017521,(2 beds) Great location private room in Manhattan!,117675375,Kyoko,Manhattan,East Harlem,40.8003,-73.93829,Private room,39,5,39,2020-03-10,1.35,2,69
24017674,Private room in cozy prime Bushwick apartment,14856361,Elena,Brooklyn,Bushwick,40.70063,-73.92981,Private room,65,1,76,2020-03-16,2.74,1,0
24019172,XL Ensuite Long Stay Discount,9263105,Wj,Staten Island,New Brighton,40.64393,-74.09312,Private room,49,28,1,2019-06-29,0.07,2,65
24019698,Midtown East furnished studio apartment,100965471,Melissa,Manhattan,Midtown,40.75247,-73.9695,Entire home/apt,135,2,3,2018-04-26,0.11,1,0
24019880,Ensuite Long Stay Discount,9263105,Wj,Staten Island,New Brighton,40.64571,-74.09319,Private room,42,10,0,,,2,30
24020883,Beach Bungalow 2 Bedroom,180781689,Jeremy,Queens,Rockaway Beach,40.58773,-73.81367,Entire home/apt,152,1,114,2020-08-07,4.21,2,163
24021725,Deluxe East Village Flat: 2 Bed - 2 Bath,16962957,Nick,Manhattan,East Village,40.72845,-73.97927,Entire home/apt,360,1,54,2020-01-04,1.86,4,164
24022413,Luxury in a penthouse with Manhattan skyline views,4094332,Nick & Gaby,Brooklyn,East Flatbush,40.65478,-73.95264,Private room,70,2,77,2020-07-31,2.83,1,150
24022943,Large Opulent Studio Apartment Near Prospect Park,20805,Bridget,Brooklyn,Crown Heights,40.66996,-73.956,Entire home/apt,75,21,1,2019-07-26,0.08,1,0
24024496,1 Bedroom+Piano Studio Manhattan Near Central Park,31671247,Tj,Manhattan,East Harlem,40.79398,-73.9397,Entire home/apt,145,2,19,2020-01-12,0.70,1,56
24024721,JFK Queens Home Away From Home House Of Suedajoy 2,175019394,Suzan,Queens,Jamaica,40.67162,-73.77911,Private room,50,1,177,2020-08-02,6.09,6,43
24033132,Wonderfully cozy studio on Waverly w/nice backyard,8852676,Sandy,Brooklyn,Clinton Hill,40.69415,-73.96788,Entire home/apt,125,2,90,2020-07-06,3.13,1,345
24033812,Greenwich Village Master Bedroom!,180892493,Anokhi,Manhattan,Greenwich Village,40.72947,-73.9995,Private room,95,1,1,2018-03-28,0.03,1,0
24034853,Spacious Bedroom in Prime Brooklyn Location,18168381,Jessica,Brooklyn,Bedford-Stuyvesant,40.69286,-73.93235,Private room,38,3,8,2019-10-13,0.28,1,0
24034953,Room in Minimalist Brooklyn Loft (Fort Greene),25096301,Ryan,Brooklyn,Fort Greene,40.68659,-73.97557,Private room,58,3,10,2019-12-29,0.36,2,0
24037808,Garden apartment in a classic Brooklyn brownstone,69561426,Claudia,Brooklyn,Sunset Park,40.64435,-74.00865,Entire home/apt,125,30,2,2018-07-01,0.07,1,228
24038323,Dreamy Williamsburg Bedroom with Private Terrace,32720219,Gizem,Brooklyn,Williamsburg,40.70894,-73.94333,Private room,120,1,16,2020-01-07,0.56,2,0
24038899,Harlem suit  La barrio,10828579,Najah,Manhattan,East Harlem,40.79815,-73.93906,Entire home/apt,85,7,7,2018-11-01,0.25,2,0
24039582,BedSTUY SupperCLUB,14795719,Shirley,Brooklyn,Bedford-Stuyvesant,40.68491,-73.93399,Private room,45,6,44,2020-02-25,1.57,1,44
24040279,Cozy and bright bedroom in South Williamsburg,4365496,Sarah,Brooklyn,Williamsburg,40.70989,-73.96231,Private room,75,2,58,2020-03-31,2.10,1,0
24041447,Brooklyn house,2496897,Marixsa,Brooklyn,East Flatbush,40.64282,-73.94497,Entire home/apt,139,4,1,2019-07-07,0.07,1,165
24041631,Beautiful sunny BR in fully renovated apartment !!,23831257,Nicole,Brooklyn,Bedford-Stuyvesant,40.6807,-73.92917,Private room,35,7,10,2020-02-18,0.37,3,264
24042606,Modern sunlit apartment in the heart of Bushwick,91427536,Yoav,Brooklyn,Bushwick,40.69642,-73.9243,Private room,38,5,5,2019-04-20,0.23,2,0
24042844,LOVE MANHATTAN 2,143052745,Ociel,Bronx,Mott Haven,40.80863,-73.92121,Private room,65,1,56,2020-06-27,1.94,5,260
24043603,Experience Brownstone Living in Brooklyn!,4181378,Lauren,Brooklyn,Bedford-Stuyvesant,40.68967,-73.9366,Entire home/apt,180,2,33,2020-07-31,1.30,3,332
24044039,Vicky客栈1,180991373,Vicky,Queens,Flushing,40.743,-73.82335,Private room,50,1,42,2019-09-21,1.52,1,0
24057278,Ace location. Luxurious apt 5 min walk to 7 train.,161899037,Tony,Queens,Flushing,40.75671,-73.83337,Private room,106,2,72,2020-08-13,2.57,7,79
24057583,Beautiful Studio Apt,181108819,Friday,Staten Island,Clifton,40.61804,-74.0861,Entire home/apt,69,1,76,2020-07-26,2.62,1,349
24058869,"Upper West / Morningside Heights Apt, Near Subway",81022597,Daniel,Manhattan,Morningside Heights,40.80947,-73.96357,Entire home/apt,100,3,0,,,1,0
24059751,Private cozy room in flushing queens,137129564,Bing,Queens,Flushing,40.75376,-73.81531,Private room,39,1,43,2020-01-22,1.48,5,365
24060140,EAST VILLAGE cozy studio!,29127683,Melissa,Manhattan,East Village,40.73048,-73.98269,Entire home/apt,158,3,8,2020-02-24,0.31,2,0
24062256,2 Bedroom Midtown West Apartment,16389693,Benjamin,Manhattan,Hell's Kitchen,40.76079,-73.99399,Private room,200,3,2,2018-11-20,0.09,1,365
24062588,Upper West Side NYC Studio Apartment,17132917,Amelia,Manhattan,Upper West Side,40.79719,-73.97097,Entire home/apt,100,3,1,2018-05-04,0.04,1,0
24065649,15 Minutes to Manhattan,110718793,Cem,Queens,Astoria,40.75852,-73.91821,Private room,50,7,1,2019-06-30,0.07,2,0
24065918,One bedroom in Brooklyn Heights,35996743,Scott,Brooklyn,Boerum Hill,40.68958,-73.99141,Entire home/apt,100,2,3,2018-11-12,0.11,1,0
24066510,Gorgeous Room available in a 2 bed/apt!,21563231,Nafsica,Manhattan,Harlem,40.82632,-73.94637,Private room,61,1,10,2020-02-06,0.35,1,178
24075491,Long term rental only.  3months min.,8185223,Jason,Brooklyn,Bushwick,40.69558,-73.92578,Private room,42,90,0,,,1,90
24075850,Cozy private room in Times Square/Rockefeller,4227606,Cindy,Manhattan,Midtown,40.75866,-73.98032,Private room,130,3,15,2019-12-09,0.53,2,0
24077483,Heaven in Hell’s Kitchen,116482644,Yaniv,Manhattan,Hell's Kitchen,40.76499,-73.98888,Private room,79,14,67,2019-04-08,2.36,2,0
24077570,Spacious & Artsy Brooklyn Apt w big private yard,22923979,Séamus,Brooklyn,Bedford-Stuyvesant,40.68149,-73.93449,Entire home/apt,135,28,30,2019-12-29,1.27,1,243
24078852,"ART apt: QUIET, charming, GEM in GREENWICH VILLAGE",181300842,Mikaela,Manhattan,Greenwich Village,40.72925,-74.00042,Entire home/apt,67,14,21,2020-07-26,0.85,1,0
24081113,Two Bedroom Apartment Midtown W. near Central Park,9419684,Mike,Manhattan,Midtown,40.76697,-73.98166,Entire home/apt,309,30,0,,,62,350
24082591,Haven In The Heights - Huge Manhattan 2BR 2 Bath!,44303500,Bruce & Suzanne,Manhattan,Washington Heights,40.84634,-73.93861,Entire home/apt,199,2,7,2019-05-12,0.26,2,0
24082871,Luxury spot,50545016,Joseph,Brooklyn,Crown Heights,40.67695,-73.95554,Entire home/apt,150,21,1,2018-04-01,0.03,1,0
24083125,SINGLE WITH SHARED BATHROOM,163362268,Reservation Desk,Manhattan,Gramercy,40.73539,-73.9854,Private room,50,30,2,2019-02-12,0.08,25,363
24083340,Your Dream 1 bed Apartment in the heart of SoHo,13460416,Jeremie,Manhattan,Little Italy,40.7193,-73.99782,Entire home/apt,139,7,7,2020-01-05,0.25,1,21
24083686,The Bay - A One Bedroom Apartment,181344112,Ernesto,Manhattan,Kips Bay,40.74346,-73.97827,Entire home/apt,199,2,8,2018-12-03,0.28,1,0
24083746,Cozy private room available from January 1st,32434287,David,Manhattan,Harlem,40.81787,-73.94286,Private room,65,3,1,2018-05-08,0.04,1,0
24085428,Spacious Downtown Loft 2BR,16962957,Nick,Manhattan,Nolita,40.72234,-73.99561,Entire home/apt,290,1,0,,,4,0
24086178,2 Bedroom Astoria Beautiful,6523823,Louis,Queens,Ditmars Steinway,40.77516,-73.91792,Entire home/apt,100,5,1,2018-04-22,0.04,1,0
24086457,HUGE 2500 sq. ft.  Loft in SoHo/Little Italy,181372846,William,Manhattan,Little Italy,40.71841,-73.99753,Entire home/apt,663,3,65,2020-02-23,2.31,1,197
24086562,Harlem Sanctuary,178833771,Danese,Manhattan,Harlem,40.82356,-73.9401,Private room,95,2,29,2019-06-03,1.02,3,89
24095408,"Spacious & Charming Williamsburg, Brooklyn  Room",156955078,Michael,Brooklyn,Williamsburg,40.71952,-73.94165,Private room,55,2,67,2020-03-10,2.35,1,0
24096826,Charming Historic House in Marble Hill!,18389214,Valeria,Manhattan,Marble Hill,40.87621,-73.90997,Private room,220,3,4,2020-01-04,0.15,1,263
24097816,1BR Apartment on the Upper East Side.,2163683,Daniel,Manhattan,Upper East Side,40.78124,-73.94988,Entire home/apt,250,50,0,,,1,364
24098320,PRIVATE BEDROOM IN BRAND NEW CONDO IN BED STUY,10222758,Annette,Brooklyn,Bedford-Stuyvesant,40.69292,-73.94326,Private room,90,3,90,2020-03-16,3.20,1,0
24099108,Brooklyn Stay Inn TH,179436298,Nyota,Brooklyn,Crown Heights,40.66462,-73.95584,Entire home/apt,120,1,7,2020-01-01,0.46,4,361
24103241,"Peaceful spacious bedroom, easy commute to city",13899187,Jude,Queens,Glendale,40.70297,-73.895,Private room,50,7,0,,,1,0
24103404,European Cozy Studio w Loft Bedroom - West Village,656978,James,Manhattan,West Village,40.7378,-74.0062,Entire home/apt,148,3,0,,,1,0
24103428,The Halsey Brownstone Inn,179351232,Sabrina,Brooklyn,Bedford-Stuyvesant,40.68314,-73.92784,Entire home/apt,200,2,7,2019-10-27,0.25,1,363
24103912,⭐︎⭐︎PRIVATE Bathroom⭐︎⭐︎2min to subway+huge living,19303369,Hiroki,Queens,Woodside,40.74267,-73.90354,Private room,44,31,1,2018-09-16,0.04,98,0
24104871,"Cozy Art Private Bedroom-Hamilton Heights, NY",178473107,Allan C.,Manhattan,Harlem,40.83163,-73.94615,Private room,59,1,16,2019-01-01,0.60,6,113
24105281,Clean Private room in Manhattan(females only),29582228,Aki,Manhattan,East Harlem,40.79309,-73.94347,Private room,70,2,4,2019-12-08,0.14,1,0
24105640,"Tranquil private bedroom, Hamilton Heights, NY",178473107,Allan C.,Manhattan,Harlem,40.8301,-73.94757,Private room,74,1,27,2020-01-01,1.07,6,138
24114389,"Very Spacious bedroom, steps from CENTRAL PARK.",180661875,Salim,Manhattan,Upper West Side,40.76844,-73.98333,Private room,75,1,2,2018-04-23,0.07,1,0
24115364,Modern Room in historic Harlem,11582560,Hulon,Manhattan,Harlem,40.81503,-73.94341,Private room,49,5,35,2020-01-13,1.22,1,107
24115562,NYC TOP CHOICE RMS located close to pub transport,55948559,Barry,Bronx,Pelham Gardens,40.86615,-73.84185,Private room,35,1,6,2019-06-18,0.21,4,0
24116050,Amazing room in super fun apt in prime Bushwick !,14573346,Nimo,Brooklyn,Bushwick,40.70575,-73.92075,Private room,48,4,1,2019-04-27,0.06,1,90
24116631,Beautiful Manhattan Apt- 20 min to Times Square,5740704,Lauren,Manhattan,Washington Heights,40.84884,-73.93199,Entire home/apt,95,7,0,,,1,0
24116969,"Paradise - comfortable, spacious loft apartment",162290659,Ari,Manhattan,Chinatown,40.71396,-73.99771,Entire home/apt,165,2,10,2019-10-05,0.36,1,0
24117055,Enjoy a beautiful room in this bohemian duplex,181651082,Fran,Queens,Rosedale,40.66021,-73.73709,Private room,70,1,24,2020-01-02,0.99,4,43
24117765,Spacious sanctuary in the heart of Brooklyn,10642957,Catherine,Brooklyn,Bedford-Stuyvesant,40.68056,-73.94685,Entire home/apt,130,3,2,2018-06-06,0.07,1,0
24118031,[FLEX CANCEL] Walk+Transit Score 94 | 100Mbps,4924711,Daniel Rusteen,Bronx,Concourse,40.82054,-73.92798,Entire home/apt,135,4,63,2020-05-23,2.39,1,149
24119086,Private clean room complementary coffee Manhattan,6636052,Renat,Manhattan,East Harlem,40.79805,-73.93527,Private room,65,2,106,2020-02-18,3.72,1,2
24119876,Beautiful 3 Bedroom overlooking the water,181679481,Krystle,Queens,Arverne,40.59855,-73.79418,Entire home/apt,209,3,31,2020-01-02,1.12,1,233
24121036,Woody's Larger Bedroom,24591977,Woody,Brooklyn,Bedford-Stuyvesant,40.67924,-73.9102,Private room,50,2,26,2020-07-15,0.91,1,4
24121555,Unfurnished Long Island City Apartment!,157174384,Binu,Queens,Long Island City,40.75232,-73.93773,Entire home/apt,107,3,0,,,1,88
24122599,Cozy room in a Victorian house in Central Brooklyn,14905006,Myriam,Brooklyn,Kensington,40.63966,-73.9716,Private room,47,1,11,2019-05-27,0.41,1,0
24122725,Ivoire Business Solutions LLC,181711840,Christophe,Bronx,Kingsbridge,40.86286,-73.9024,Private room,60,2,31,2020-02-27,1.07,2,363
24122836,Cozy Private Room in Flushing 法拉盛中心單人房间,181710793,Michelle & Evelyn,Queens,Flushing,40.76562,-73.8299,Private room,45,1,144,2020-02-23,5.12,3,46
24129287,Sunny Private Bushwick Bedroom,163703392,Melissa,Brooklyn,Bushwick,40.69384,-73.90674,Private room,29,4,19,2020-02-26,0.66,2,0
24130728,Luxury apartment with amazing views!,11542546,Matthew,Manhattan,Hell's Kitchen,40.76125,-73.99859,Entire home/apt,200,4,2,2018-06-08,0.07,1,0
24131689,Classical Upper West Side Experience,62176119,Katya,Manhattan,Upper West Side,40.77799,-73.9782,Entire home/apt,250,4,19,2019-11-02,0.67,1,13
24131817,Modern & Spacious 1br East Village Apartment,91332497,Nikki,Manhattan,SoHo,40.72256,-74.00018,Private room,120,2,3,2019-01-21,0.15,1,0
24131843,"Snug, Sun Flooded Room in The Upper West Side",155101453,Palvasha,Manhattan,Morningside Heights,40.80466,-73.96529,Private room,55,4,3,2018-04-13,0.10,1,0
24132058,2 Bdrm Luxury Condo Wyndham Presidential Sleeps 6,60617669,Rich,Manhattan,Midtown,40.75305,-73.96947,Entire home/apt,178,2,1,2018-05-04,0.04,4,0
24132282,Lots of space in the heart of Bushwick!,642986,Luisa,Brooklyn,Bushwick,40.69876,-73.92968,Private room,39,2,14,2020-04-04,0.50,1,365
24133060,A futon in a beautiful studio for females only,20771576,Maryam,Manhattan,East Harlem,40.78999,-73.95226,Shared room,45,3,5,2018-06-13,0.17,2,0
24136172,Sunny Studio Williamsburg w/ Private Bath&Entrance,1844352,Christine,Brooklyn,Williamsburg,40.71195,-73.94307,Private room,95,10,15,2020-01-01,0.54,2,91
24136557,East Village Apts Monthly Furnished Rental in NYU,177353847,East Village,Manhattan,East Village,40.72564,-73.99044,Entire home/apt,500,29,11,2020-02-05,0.38,1,0
24137279,Prime Dumbo location for a great price!,7199637,Rafael,Brooklyn,Vinegar Hill,40.70045,-73.98468,Private room,70,3,4,2018-05-02,0.14,1,0
24137323,Private chef & Chill.,181851683,Jennifer,Bronx,Morrisania,40.83252,-73.89811,Private room,58,1,0,,,1,83
24137748,Manhattan doorman building 71st St. & West End Ave,181858292,Johnny,Manhattan,Upper West Side,40.77939,-73.98518,Entire home/apt,185,2,44,2019-12-30,1.55,1,0
24137890,Shabby Chic UES,67785571,Ellie,Manhattan,Upper East Side,40.7682,-73.95323,Entire home/apt,110,1,3,2018-07-08,0.11,1,0
24139165,"Best of Williamsburg,  Brooklyn NY 2-beds",8072802,John,Brooklyn,Williamsburg,40.71032,-73.94806,Entire home/apt,172,30,24,2020-07-26,0.85,2,228
24139687,Couch of your dreams,1767221,Yael,Manhattan,Harlem,40.82829,-73.94691,Shared room,80,5,0,,,2,363
24140119,"Cozy space with privacy near JFK, CASINO & NYC",181885526,Ling,Queens,South Ozone Park,40.67344,-73.82096,Private room,69,1,118,2020-01-02,4.11,1,0
24140198,1 Bedroom Elevator Building Apartment in SoHo,85506502,Chris,Manhattan,Nolita,40.72226,-73.99616,Entire home/apt,188,30,3,2018-08-07,0.11,1,0
24140556,Elegant shabby chic upper east side studio,36818639,Valerie,Manhattan,Upper East Side,40.77023,-73.95212,Entire home/apt,79,2,6,2018-04-26,0.21,1,0
24149436,Spacious Studio with a Big Balcony,6792120,Gregory,Manhattan,Upper East Side,40.76726,-73.96333,Entire home/apt,150,2,42,2019-05-11,1.48,1,0
24151078,Cozy 1 bedroom apartment near JFK,83231755,Alisha,Queens,Jamaica,40.68055,-73.791,Entire home/apt,50,2,4,2018-05-06,0.14,1,0
24151123,Pvt. Room in Brooklyn Near Subway & Prospect Park,25468672,Kunal,Brooklyn,Prospect-Lefferts Gardens,40.65629,-73.95465,Private room,40,10,4,2019-03-01,0.15,1,0
24153401,Sunny Family Apartment,2011899,Janelle,Brooklyn,Crown Heights,40.66749,-73.95556,Entire home/apt,70,45,1,2018-08-04,0.04,1,0
24154729,Sunny Brooklyn Artist's Apartment,37995238,Lara,Brooklyn,Williamsburg,40.71426,-73.9369,Entire home/apt,70,7,18,2019-05-01,0.66,1,0
24156857,BEAUTIFULLY DESIGNED 2BD Brooklyn Apt +GREAT VIEWS,3156480,Margaret,Brooklyn,Boerum Hill,40.68669,-73.98498,Entire home/apt,248,4,6,2019-12-29,0.21,1,0
24157013,Cozy Brooklyn Designer Apartment,182039779,Eleanor,Brooklyn,Carroll Gardens,40.68123,-73.99424,Entire home/apt,121,2,7,2019-07-06,0.25,1,0
24157110,Supersized UES Studio near all hospitals,28422,Bernadette,Manhattan,Upper East Side,40.77359,-73.94967,Entire home/apt,80,181,0,,,1,350
24158806,An Art Decor Inspired Urban Oasis,142426920,Christina Jo,Brooklyn,Prospect Heights,40.68215,-73.97002,Private room,225,2,14,2019-11-11,0.51,1,90
24159289,Great View of New York city,41366374,Jiangyang,Queens,Long Island City,40.75047,-73.9408,Entire home/apt,180,1,0,,,1,0
24160395,Williamsburg Penthouse With Views (50% DISCOUNT),178145214,Steve,Brooklyn,Williamsburg,40.71189,-73.95355,Entire home/apt,200,3,49,2020-08-02,1.70,1,179
24161365,Das Bushwick Haus,2497606,John,Brooklyn,Bushwick,40.68261,-73.90714,Private room,35,6,1,2018-06-16,0.04,1,0
24161582,Bright Bohemian Treasure in Prospect Heights,182086879,Patti,Brooklyn,Prospect Heights,40.67942,-73.96469,Private room,120,2,8,2018-09-06,0.28,2,0
24162064,Heart of Midtown Manhattan,182092241,Masa,Manhattan,Midtown,40.75359,-73.97028,Entire home/apt,59,3,84,2020-08-12,3.02,1,294
24162261,Spacious 1st floor apartment.,83377687,Fernando,Queens,Jackson Heights,40.75436,-73.85696,Entire home/apt,130,2,71,2020-02-23,2.49,2,159
24162696,Pristine midtown studio for short-term sublet,1391408,Allen,Manhattan,Theater District,40.75897,-73.98318,Entire home/apt,89,120,0,,,1,173
24171777,Luxury Triplex with Roofdeck,6489789,Tim,Brooklyn,Gowanus,40.68159,-73.98075,Entire home/apt,507,2,4,2020-01-02,0.18,1,0
24172522,Room with a view,72923342,Farah,Manhattan,Upper West Side,40.77101,-73.98481,Entire home/apt,110,1,7,2018-04-28,0.24,1,0
24175236,Private room in Clinton Hill,13929249,Grainne,Brooklyn,Bedford-Stuyvesant,40.69181,-73.95453,Private room,72,1,2,2018-05-20,0.07,1,0
24177410,King-Suite on Greene,112901574,Nate,Brooklyn,Bedford-Stuyvesant,40.68962,-73.93352,Private room,89,2,4,2019-08-29,0.17,4,150
24178083,Quiet mezzanine bedroom near Subway trains,179778880,MIchael,Brooklyn,Sunset Park,40.66179,-73.99062,Private room,54,2,57,2020-01-20,2.06,2,352
24181763,"Private Room in Bklyn, 1 min to J, Free Breakfast",182260692,Leesha,Brooklyn,Cypress Hills,40.68168,-73.87882,Private room,99,2,102,2020-02-29,3.63,2,12
24182137,Wyndham Midtown 45 (2 Bedroom Presidential) 1A,100238132,Michael,Manhattan,Midtown,40.75383,-73.97278,Entire home/apt,353,3,28,2019-03-17,1.00,12,0
24183293,Queen Twin & Futon Ridgewood/Bushwick w View & Gym,48182426,Emilio,Queens,Ridgewood,40.70015,-73.90735,Private room,50,1,3,2018-04-15,0.10,1,0
24184615,"Private room in cozy apartment, Fort Greene",75479604,Alyssa,Brooklyn,Fort Greene,40.69461,-73.97225,Private room,90,1,24,2019-05-15,0.98,2,0
24185925,Crown Heights,3603569,Oda,Brooklyn,Crown Heights,40.67644,-73.95746,Entire home/apt,180,2,7,2018-12-10,0.25,1,0
24186601,Upper East Museum Roads,20367358,Maryse,Manhattan,Upper East Side,40.77456,-73.94602,Entire home/apt,145,28,4,2019-10-19,0.18,1,364
24186775,"Huge, Clean Brooklyn Room with lots of light",17183013,Mellissa,Brooklyn,Bedford-Stuyvesant,40.68225,-73.9188,Private room,60,2,63,2020-06-27,2.21,1,330
24188354,"Large studio in Williamsburg, 2B",49704571,Krzysztof,Brooklyn,Williamsburg,40.71972,-73.94462,Entire home/apt,85,30,7,2019-12-19,0.28,8,179
24199249,Beautiful East Village Room Open For You!,182411776,David,Manhattan,East Village,40.73045,-73.98067,Private room,115,2,52,2020-03-08,1.85,1,180
24199400,Washington Heights,70162513,Anaiya,Manhattan,Washington Heights,40.83701,-73.94256,Private room,55,1,3,2018-04-29,0.10,1,0
24200751,LOFT+Rooftop+Balcony 4Beds 2Bath (NOT FOR PARTIES),47424665,Brian,Queens,Ridgewood,40.70653,-73.90877,Entire home/apt,300,2,84,2020-08-05,3.26,2,136
24201129,Bright & Cozy Studio in PRIME Flatiron/Chelsea,25635056,Christina,Manhattan,Chelsea,40.73836,-73.99567,Entire home/apt,180,2,19,2019-12-01,0.85,1,0
24203680,Entire Newly Renovated Sugar Hill Apt,9756051,Samantha,Manhattan,Harlem,40.82696,-73.94598,Entire home/apt,100,3,7,2019-08-17,0.26,1,0
24203813,Huge Modern High End 3BR Apt Prime Location,51510730,Lidor,Brooklyn,Fort Greene,40.68884,-73.97738,Entire home/apt,225,13,6,2018-11-23,0.23,1,0
24204341,Sunny Brooklyn Home Away From Home,4127752,Angela,Brooklyn,Bedford-Stuyvesant,40.67951,-73.94426,Private room,58,4,5,2019-01-18,0.18,1,0
24205351,Wyndham Midtown 45 (2 Bedroom Presidential) 8A,100238132,Michael,Manhattan,Midtown,40.75368,-73.97317,Entire home/apt,353,3,30,2019-01-02,1.07,12,0
24206044,1 bed-HealthCare Workers 4 Long Stay-Disc. Avail,12986426,Lovelynn,Manhattan,Harlem,40.82497,-73.94973,Entire home/apt,185,5,4,2020-03-28,0.39,2,89
24206202,Exquisite Park Slope Brownstone Apartment,182472967,Maureen,Brooklyn,Park Slope,40.67063,-73.97826,Entire home/apt,140,5,1,2019-06-14,0.07,1,104
24208472,Two room suite 1min from subway 20min to Manhattan,55468128,Shomaker,Brooklyn,Bedford-Stuyvesant,40.68915,-73.95623,Private room,40,1,104,2020-03-21,3.68,7,356
24208760,Gorgeous Upper West Side apt in stellar location!,56905821,Josh & Carin,Manhattan,Upper West Side,40.77959,-73.97827,Private room,210,2,29,2018-11-20,1.03,1,0
24208976,Spacious Room in Clinton Hill Duplex,1218837,Diana,Brooklyn,Bedford-Stuyvesant,40.69079,-73.95934,Private room,40,2,1,2018-04-10,0.03,2,0
24209867,Spacious Room in Clinton Hill/Bed-Stuy,1218837,Diana,Brooklyn,Bedford-Stuyvesant,40.68993,-73.95947,Private room,40,2,0,,,2,0
24210400,Large Gorgeous BR in Artist Loft - BEST Location!!,20486410,Miley,Manhattan,Hell's Kitchen,40.75423,-73.99461,Entire home/apt,120,1,119,2020-03-10,4.15,1,266
24223602,Prospect Heights Paradise,182086879,Patti,Brooklyn,Prospect Heights,40.67999,-73.96462,Entire home/apt,250,7,22,2019-10-16,0.80,2,177
24226175,Bright apt w Balcony in the heart of williamsburg,27655941,George,Brooklyn,Williamsburg,40.71417,-73.9591,Entire home/apt,115,30,20,2019-01-01,0.73,1,46
24226286,Traditional Townhouse in Bushwick,21466891,Martin,Brooklyn,Bushwick,40.68269,-73.90911,Entire home/apt,250,5,0,,,2,159
24226842,Luxury High Floor Studio with stunning view,17477908,Mat,Manhattan,Upper West Side,40.79446,-73.96651,Entire home/apt,210,30,4,2019-07-19,0.14,8,365
24227739,NYC experience,43463232,Carlos,Brooklyn,Bushwick,40.69355,-73.91829,Private room,100,7,7,2018-08-22,0.26,2,364
24229203,Artist Warehouse Loft,4391922,Taras,Brooklyn,Navy Yard,40.69792,-73.96406,Entire home/apt,118,2,19,2018-12-29,0.67,1,0
24230591,21st Floor Bedroom in Doorman & Elevator Building,24175837,Greg,Manhattan,Kips Bay,40.74512,-73.97921,Private room,81,4,6,2018-12-17,0.21,2,0
24231655,Humble Abode in the Bronx,37417547,Raquel,Bronx,Mount Eden,40.84197,-73.91292,Private room,25,2,2,2018-05-19,0.07,1,0
24232076,Amazing cozy studio Lower East Side/Soho/Nolita!,8591292,Rose,Manhattan,Lower East Side,40.72201,-73.98856,Entire home/apt,125,3,32,2020-01-02,1.13,1,364
24232309,VERA’S PLACE - MANY STORES - BEAUTIFUL ASTROIA NYC,139946116,Vera,Queens,Long Island City,40.7613,-73.92864,Private room,85,7,1,2018-05-05,0.04,1,365
24232774,Room in Brooklyn near EVERYTHING!!,41869421,Oriana,Brooklyn,Bedford-Stuyvesant,40.68931,-73.95097,Private room,82,3,1,2018-09-24,0.04,1,364
24234359,Town House in Popular Forte Green,2560891,Petra,Brooklyn,Fort Greene,40.69613,-73.97117,Entire home/apt,53,7,7,2019-08-02,0.26,1,0
24239222,little nook in astoria,74874485,Ana,Queens,Ditmars Steinway,40.77305,-73.9082,Entire home/apt,70,3,2,2018-04-12,0.07,1,0
24242153,Private apartment in ♡ of Williamsburg 15%discount,167818456,Anna,Brooklyn,Williamsburg,40.71341,-73.95612,Entire home/apt,154,2,83,2020-03-27,2.98,1,227
24243249,Dreamy Williamsburg Loft with Private Terrace,32720219,Gizem,Brooklyn,Williamsburg,40.70735,-73.94347,Entire home/apt,150,2,0,,,2,0
